code,name,gender,country_code,country,height,weight,disciplines,birth_date,residence_place,residence_country
1568999,BRANSER Marie,Female,GUI,Guinea,181,72,Judo,15-08-1992,LEIPZIG,Germany
1569009,ESTEVES Mariana,Female,GUI,Guinea,189,85,Judo,02-04-1996,LISBON,Portugal
1569080,KISS Agnes Anna,Female,HUN,Hungary,190,85,Canoe Sprint,22-05-2005,SZEGED,Hungary
1569169,SODERQVIST Jakob,Male,SWE,Sweden,168,85,Cycling Road,31-05-2003,,
1569170,ANDERSSON Caroline,Female,SWE,Sweden,171,84,Cycling Road,29-07-2001,,
1569182,DIALLO Demba,Male,MLI,Mali,158,80,Football,13-10-2000,,Türkiye
1569198,LINDFORS Caisa-Marie,Female,SWE,Sweden,170,65,Athletics,05-08-2000,"BERKELEY, CA",United States
1569201,WIKSTROM Carolina,Female,SWE,Sweden,190,79,Athletics,04-09-1993,STENHAMRA,Sweden
1569203,DUPLANTIS Armand,Male,SWE,Sweden,171,62,Athletics,10-11-1999,STOCKHOLM,Sweden
1569205,JOHANSSON Axelina,Female,SWE,Sweden,169,61,Athletics,20-04-2000,HAGAFORS,Sweden
1569208,BENGTSTROM Carl,Male,SWE,Sweden,164,78,Athletics,13-01-2000,LANDVETTER,Sweden
1569210,STAHL Daniel,Male,SWE,Sweden,178,64,Athletics,27-08-1992,MALMO,Sweden
1569225,ROOS Fanny,Female,SWE,Sweden,168,50,Athletics,02-01-1995,MALMO,Sweden
1569233,LARSSON Henrik,Male,SWE,Sweden,165,50,Athletics,30-09-1999,KARLSTAD,Sweden
1569259,KRAMER Andreas,Male,SWE,Sweden,175,75,Athletics,13-04-1997,STOCKHOLM,Sweden
1569266,HENRIKSSON Julia,Female,SWE,Sweden,153,63,Athletics,11-07-2000,BJUV,Sweden
1569270,ALMGREN Andreas,Male,SWE,Sweden,179,57,Athletics,12-06-1995,SOLLENTUNA,Sweden
1569288,ASKAG Maja,Female,SWE,Sweden,186,66,Athletics,18-12-2002,ESKILSTUNA,Sweden
1569315,DOUCOURE Fode,Male,MLI,Mali,150,73,Football,03-02-2001,,France
1569318,LINDAHL Nora,Female,SWE,Sweden,188,52,Athletics,10-09-2004,LUXEMBOURG,Luxembourg
1569320,EDLUND Oskar,Male,SWE,Sweden,169,82,Athletics,16-11-2002,"LUBBOCK, TX",United States
1569323,KARLSTROM Perseus,Male,SWE,Sweden,157,52,Athletics,02-05-1990,ESKILSTUNA,Sweden
1569324,CARLSSON Ragnar,Male,SWE,Sweden,172,78,Athletics,16-11-2000,FALUN,Sweden
1569325,PIHLSTROM Samuel,Male,SWE,Sweden,171,71,Athletics,08-03-2001,GOTHENBURG,Sweden
1569335,HASSAN Suldan,Male,SWE,Sweden,171,65,Athletics,01-04-1998,GOTHENBURG,Sweden
1569336,LOFMAN Thea,Female,SWE,Sweden,175,53,Athletics,08-09-2003,LUND,Sweden
1569337,MONTLER Thobias,Male,SWE,Sweden,164,52,Athletics,15-02-1996,GOTHENBURG,Sweden
1569340,KAMGA Vanessa,Female,SWE,Sweden,163,79,Athletics,19-11-1998,UPPSALA,Sweden
1569347,ERLANDSSON Erik,Male,SWE,Sweden,179,62,Athletics,22-05-2004,GENARP,Sweden
1569362,GUTIERREZ Israel,Male,ESA,El Salvador,175,63,Shooting,19-03-1992,SAN SALVADOR,El Salvador
1569377,TJON EN FA Jair,Male,SUR,Suriname,174,73,Cycling Track,19-10-1993,AIGLE,Switzerland
1569444,MEDINA ROCA Ayamey Damiana,Female,CUB,Cuba,185,79,Weightlifting,21-02-1998,VILLA BLANCA,Cuba
1569563,KUO Hsing-Chun,Female,TPE,Chinese Taipei,155,61,Weightlifting,26-11-1993,KAOHSIUNG,Chinese Taipei
1569570,CHEN Wen-Huei,Female,TPE,Chinese Taipei,150,60,Weightlifting,23-02-1997,,Chinese Taipei
1569571,GAN Ching Hwee,Female,SGP,Singapore,154,55,Swimming,22-07-2003,"BLOOMINGTON, IN",United States
1569762,FANG Wan-Ling,Female,TPE,Chinese Taipei,154,81,Weightlifting,01-12-1999,,
1569819,YILDIRIM Enver,Male,TUR,Türkiye,182,76,Fencing,18-10-1995,,
1569820,ERBIL Nisanur,Female,TUR,Türkiye,150,65,Fencing,22-04-2003,ANKARA,Türkiye
1569829,OPEYORI Anuoluwapo Juwon,Male,NGR,Nigeria,166,60,Badminton,01-06-1997,LAGOS,Nigeria
1569832,TSIKHANTSOU Yauheni,Male,AIN,AIN,185,52,Weightlifting,04-11-1998,GOMEL,Belarus
1569845,YANG Kun-Pi,Male,TPE,Chinese Taipei,184,59,Shooting,11-08-1998,CHANGHUA,Chinese Taipei
1569850,LIN Yi Chun,Female,TPE,Chinese Taipei,156,65,Shooting,05-07-1981,TAOYUAN,Chinese Taipei
1569852,LEE Meng Yuan,Male,TPE,Chinese Taipei,158,74,Shooting,25-08-1994,TAOYUAN,Chinese Taipei
1569854,TIEN Chia Chen,Female,TPE,Chinese Taipei,189,68,Shooting,20-12-1983,TAOYUAN,Chinese Taipei
1569857,LIU Heng Yu,Female,TPE,Chinese Taipei,178,84,Shooting,28-03-2003,YUNLIN,Chinese Taipei
1569858,WU Chia Ying,Female,TPE,Chinese Taipei,180,84,Shooting,25-10-1992,TAOYUAN,Chinese Taipei
1569861,LIU Wan-Yu,Female,TPE,Chinese Taipei,153,64,Shooting,16-07-1995,CHIAYI,Chinese Taipei
1569862,YU Ai Wen,Female,TPE,Chinese Taipei,158,71,Shooting,27-12-1995,TAOYUAN,Chinese Taipei
1569925,DURKACZ Damian,Male,POL,Poland,158,54,Boxing,30-01-1999,KNUROW,Poland
1569941,TAN Pearly,Female,MAS,Malaysia,166,61,Badminton,14-03-2000,,
1569960,YILDIZ Salih,Male,TUR,Türkiye,160,70,Judo,01-01-2001,ISTANBUL,Türkiye
1569961,SOH Wooi Yik,Male,MAS,Malaysia,178,61,Badminton,17-02-1998,,
1569965,DEMIREL Muhammed,Male,TUR,Türkiye,169,77,Judo,08-11-2002,ANTALYA,Türkiye
1569972,KOPASZ Balint,Male,HUN,Hungary,168,52,Canoe Sprint,20-06-1997,CSONGRAD,Hungary
1569984,ALBAYRAK Vedat,Male,TUR,Türkiye,175,80,Judo,04-06-1993,ISTANBUL,Türkiye
1569986,STOJKOVIC Lena,Female,CRO,Croatia,167,54,Taekwondo,03-01-2002,,Croatia
1569990,SAPINA Ivan,Male,CRO,Croatia,152,55,Taekwondo,17-11-1999,ZAGREB,Croatia
1570001,ZGANK Mihael,Male,TUR,Türkiye,183,66,Judo,01-02-1994,ISTANBUL,Türkiye
1570012,TATAROGLU Ibrahim,Male,TUR,Türkiye,155,83,Judo,01-01-2006,KOCAELI,Türkiye
1570013,BEDER Tugce,Female,TUR,Türkiye,160,58,Judo,15-11-1999,,Türkiye
1570022,KULI Istvan,Male,HUN,Hungary,179,79,Canoe Sprint,22-06-1998,,
1570024,OGEL Fidan,Female,TUR,Türkiye,163,66,Judo,17-01-2002,MANISA,Türkiye
1570034,OZDEMIR Kayra,Female,TUR,Türkiye,154,80,Judo,13-02-1988,ISTANBUL,Türkiye
1570042,CARABANA Nahuel,Male,AND,Andorra,168,63,Athletics,10-11-1999,MADRID,Spain
1570051,TAI Tzu Ying,Female,TPE,Chinese Taipei,170,69,Badminton,20-06-1994,KAOHSIUNG,Chinese Taipei
1570054,CHOU Tien Chen,Male,TPE,Chinese Taipei,180,55,Badminton,08-01-1990,TAIPEI,Chinese Taipei
1570105,WANG Chi-Lin,Male,TPE,Chinese Taipei,165,55,Badminton,18-01-1995,TAIPEI,Chinese Taipei
1570107,LEE Yang,Male,TPE,Chinese Taipei,154,51,Badminton,12-08-1995,KAOHSIUNG,Chinese Taipei
1570111,DERKACH Dariya,Female,ITA,Italy,185,51,Athletics,27-03-1993,FORMIA,Italy
1570118,BOUIH Yassin,Male,ITA,Italy,172,66,Athletics,24-11-1996,,
1570124,RIVA Federico,Male,ITA,Italy,186,85,Athletics,09-11-2000,,
1570155,YE Hong Wei,Male,TPE,Chinese Taipei,173,62,Badminton,01-11-1999,,
1570195,ORSONI Riccardo,Male,ITA,Italy,154,51,Athletics,20-01-2000,,Italy
1570290,ALTINKAYA Sibel,Female,TUR,Türkiye,174,84,Table Tennis,01-02-1993,,Türkiye
1570332,DEMIRHAN YAVUZ Evin,Female,TUR,Türkiye,172,74,Wrestling,02-07-1995,ISTANBUL,Türkiye
1570364,YETGIL Zeyne,Female,TUR,Türkiye,168,74,Wrestling,10-10-2000,,
1570415,CAVUSOGLU TOSUN Buse,Female,TUR,Türkiye,174,55,Wrestling,05-12-1995,,Türkiye
1570417,BAS Nesrin,Female,TUR,Türkiye,151,61,Wrestling,25-06-2002,,
1570422,ADAR YIGIT Yasemin,Female,TUR,Türkiye,160,80,Wrestling,06-12-1991,BALIKESIR,Türkiye
1570441,NADAS Bence,Male,HUN,Hungary,170,80,Canoe Sprint,17-04-1996,,
1570443,NAGY Bianka,Female,HUN,Hungary,163,83,Canoe Sprint,28-06-2000,,
1570532,KAGIMU Charles,Male,UGA,Uganda,188,70,Cycling Road,15-09-1998,,
1570537,CIFTCI Ibrahim,Male,TUR,Türkiye,170,53,Wrestling,01-12-1997,,Türkiye
1570546,AKGUL Taha,Male,TUR,Türkiye,169,69,Wrestling,22-11-1990,SIVAS,Türkiye
1570550,DIALLO Hamidou,Male,MLI,Mali,190,50,Football,26-01-2002,,Portugal
1570556,PUPP Noemi,Female,HUN,Hungary,176,73,Canoe Sprint,28-07-1998,PAKS,Hungary
1570561,MAKHMADBEKOV Somon,Male,TJK,Tajikistan,156,83,Judo,24-03-1999,DUSHANBE,Russian Federation
1570568,NOBLE Kathleen,Female,UGA,Uganda,163,68,Rowing,20-12-1994,"KNOXVILLE, TN",United States
1570574,BEREZNICKI Mateusz,Male,POL,Poland,170,84,Boxing,10-03-2001,SZCZECIN,Poland
1570581,CISSE Ibrahima,Male,MLI,Mali,156,59,Football,15-02-2001,,Germany
1570583,SISSOKHO Issouf,Male,MLI,Mali,165,51,Football,30-01-2002,,France
1570596,QUERINJEAN Ruben,Male,LUX,Luxembourg,168,70,Athletics,22-12-2001,,
1570601,HOFFMANN Vera,Female,LUX,Luxembourg,159,76,Athletics,02-11-1996,,
1570604,KLEIN Pit,Male,LUX,Luxembourg,176,59,Archery,12-09-1996,LIMPACH,Luxembourg
1570605,DALEIDEN CIUFERRI Ralph,Male,LUX,Luxembourg,172,62,Swimming,25-03-2003,"TUCSON, AZ",United States
1570614,MLADENOVIC Luka,Male,LUX,Luxembourg,162,66,Table Tennis,26-12-1998,,
1570615,de NUTTE Sarah,Female,LUX,Luxembourg,170,74,Table Tennis,21-11-1992,,
1570619,WAGNER EHLINGER Nicolas,Male,LUX,Luxembourg,187,56,Equestrian,02-01-1992,LUXEMBOURG,Luxembourg
1570623,NI Xia Lian,Female,LUX,Luxembourg,152,83,Table Tennis,04-07-1963,,Luxembourg
1570842,TAKACS Kincso,Female,HUN,Hungary,163,57,Canoe Sprint,17-09-1993,GYOR,Hungary
1570845,TOTKA Sandor,Male,HUN,Hungary,157,62,Canoe Sprint,27-07-1994,BUDAPEST,Hungary
1570863,VARGA Adam,Male,HUN,Hungary,187,65,Canoe Sprint,20-11-1999,,
1571078,GUAPO Laetitia,Female,FRA,France,169,55,3x3 Basketball,25-10-1995,,
1571080,LIMOUZIN Hortense,Female,FRA,France,188,84,3x3 Basketball,01-07-1998,SAINT-AMAND-LES-EAUX,France
1571082,PAGET Marie Eve,Female,FRA,France,187,53,3x3 Basketball,28-11-1994,MONT-DE-MARSAN,France
1571084,DJEKOUNDADE Myriam,Female,FRA,France,180,59,3x3 Basketball,02-01-1998,,France
1571345,CANJURA ARTIGA Uriel Francisco,Male,ESA,El Salvador,165,72,Badminton,12-09-2000,OVIEDO,Spain
1571355,HERNANDEZ Nixon,Male,ESA,El Salvador,172,57,Swimming,08-10-1997,,
1571367,MARQUEZ Celina,Female,ESA,El Salvador,176,72,Swimming,16-07-1999,,United States
1571377,IGLESIAS Mauro,Male,ARG,Argentina,159,65,Skateboarding,15-08-2000,,
1571398,PEREZ Bryan,Male,ESA,El Salvador,159,51,Surfing,10-09-1999,PUNTA ROCA,El Salvador
1571415,ANYANACHO Elizabeth Oluchi,Female,NGR,Nigeria,177,55,Taekwondo,09-04-1999,ABUJA,Nigeria
1571426,ARATHOON PACAS Enrique Jose,Male,ESA,El Salvador,166,69,Sailing,18-01-1992,TENERIFE,Spain
1571488,FIRISUA Sharon,Female,SOL,Solomon Islands,187,76,Athletics,15-12-1993,,
1571490,LETTSOME Thad,Male,IVB,"Virgin Islands, B",159,63,Sailing,17-01-2002,ROAD TOWN,"Virgin Islands, B"
1571496,de ARMAS RODRIGUEZ Kevin Yuran,Male,CUB,Cuba,175,58,Wrestling,19-01-1998,HAVANA,Cuba
1571498,ORTA SANCHEZ Luis Alberto,Male,CUB,Cuba,156,51,Wrestling,22-08-1994,HAVANA,Cuba
1571500,PENA FLORES Yosvanys,Male,CUB,Cuba,184,73,Wrestling,24-12-1993,HAVANA,Cuba
1571504,ROSILLO KINDELAN Gabriel Alejandro,Male,CUB,Cuba,163,69,Wrestling,04-01-1999,SANTIAGO DE CUBA,Cuba
1571506,LOPEZ NUNEZ Mijain,Male,CUB,Cuba,172,64,Wrestling,20-08-1982,HAVANA,Cuba
1571517,LAVSKYY Vladyslav,Male,UKR,Ukraine,174,53,Athletics,16-03-2000,LVIV,Ukraine
1571520,OLYANOVSKA Lyudmila,Female,UKR,Ukraine,164,75,Athletics,20-02-1993,BROVARY,Ukraine
1571522,KORSUN Olha,Female,UKR,Ukraine,181,57,Athletics,11-11-1996,,
1571523,SOBCHUK Olena,Female,UKR,Ukraine,171,68,Athletics,23-11-1995,,
1571529,MELNYK Tetyana,Female,UKR,Ukraine,171,77,Athletics,02-04-1995,KYIV,Ukraine
1571537,SVITLYCHNYI Serhii,Male,UKR,Ukraine,166,59,Athletics,13-07-1994,,
1571544,BEKH-ROMANCHUK Maryna,Female,UKR,Ukraine,175,73,Athletics,18-07-1995,KHMELNYTSKYI,Ukraine
1571545,LEVCHENKO Yuliia,Female,UKR,Ukraine,168,69,Athletics,28-11-1997,KYIV,Ukraine
1571547,RYZHYKOVA Anna,Female,UKR,Ukraine,176,71,Athletics,24-11-1989,FORT WORTH TX,United States
1571548,SHOSTAK Maryana,Female,UKR,Ukraine,167,67,Athletics,24-10-2000,,
1571549,KLYMETS Iryna,Female,UKR,Ukraine,153,52,Athletics,04-10-1994,LUTSK,Ukraine
1571552,KOKOSHKO Roman,Male,UKR,Ukraine,152,50,Athletics,16-08-1996,LISBOA,Portugal
1571554,FELFNER Artur,Male,UKR,Ukraine,175,72,Athletics,17-10-2003,BROVARY,Ukraine
1571559,MAHUCHIKH Yaroslava,Female,UKR,Ukraine,182,81,Athletics,19-09-2001,DNIPRO,Ukraine
1571561,SHEVCHUK Hanna,Female,UKR,Ukraine,153,82,Athletics,18-07-1996,KALUSH,Ukraine
1571562,POHORILKO Oleksandr,Male,UKR,Ukraine,177,58,Athletics,16-04-2000,KOROP,Ukraine
1571563,KOKHAN Mykhaylo,Male,UKR,Ukraine,171,52,Athletics,22-01-2001,ANTALYA,Türkiye
1571564,SAKHARUK Mariia,Female,UKR,Ukraine,175,65,Athletics,14-10-1995,LUTSK,Ukraine
1571570,DOROSHCHUK Oleh,Male,UKR,Ukraine,185,78,Athletics,04-07-2001,,
1571574,BANZERUK Ivan,Male,UKR,Ukraine,173,75,Athletics,09-02-1990,LUTSK,Ukraine
1571576,HLAVAN Ihor,Male,UKR,Ukraine,150,67,Athletics,25-09-1990,,
1571577,GERASHCHENKO Iryna,Female,UKR,Ukraine,181,61,Athletics,10-03-1995,KYIV,Ukraine
1571586,DANYLENKO Danylo,Male,UKR,Ukraine,172,80,Athletics,10-10-1994,,
1571587,TKACHUK Viktoriya,Female,UKR,Ukraine,167,67,Athletics,08-11-1994,KYIV,Ukraine
1571590,PROTSENKO Andrii,Male,UKR,Ukraine,190,62,Athletics,20-05-1988,,
1571641,MILLER Alex,Male,NAM,Namibia,154,78,Cycling Mountain Bike,20-11-2000,WINDHOEK,Namibia
1571692,BELOMOINA Yana,Female,UKR,Ukraine,168,63,Cycling Mountain Bike,02-11-1992,LUTSK,Ukraine
1571693,HUDYMA Oleksandr,Male,UKR,Ukraine,164,68,Cycling Mountain Bike,11-02-2003,,
1571747,GUZMAN LOPEZ Yusneylis,Female,CUB,Cuba,179,71,Wrestling,08-08-1996,HAVANA,Cuba
1571753,MARCHENKO Veronika,Female,UKR,Ukraine,181,81,Archery,03-04-1993,LVIV,Ukraine
1571766,USACH Mykhailo,Male,UKR,Ukraine,167,70,Archery,20-11-1996,RIVNE,Ukraine
1571782,US Viktoriia,Female,UKR,Ukraine,167,64,Canoe Slalom,29-04-1993,KYIV,Ukraine
1571815,AFRIFAH Blessing Akwasi,Male,ISR,Israel,163,80,Athletics,26-10-2003,TEL AVIV,Israel
1571854,AMARE Girmaw,Male,ISR,Israel,153,75,Athletics,26-10-1987,,
1571859,ALAME Haimro,Male,ISR,Israel,152,56,Athletics,08-06-1990,PETAH TIKVA,Israel
1571871,YOHUANG Phurit,Male,THA,Thailand,179,55,Modern Pentathlon,22-03-2003,,Thailand
1571909,NYMAN Marcus,Male,SWE,Sweden,158,61,Judo,14-08-1990,STOCKHOLM,Sweden
1571911,BABULFATH Tara,Female,SWE,Sweden,164,64,Judo,03-01-2006,STOCKHOLM,Sweden
1571929,BIRIUKOVA Yuliia,Female,UKR,Ukraine,170,67,Cycling Road,24-01-1998,LVIV,Ukraine
1571933,BUDIAK Anatolii,Male,UKR,Ukraine,163,59,Cycling Road,29-09-1995,VINNYTSIA,Ukraine
1571936,MARIN POTRILLE Milaimy de la Carid,Female,CUB,Cuba,150,74,Wrestling,16-03-2001,,
1571964,ZANGO Hugues Fabrice,Male,BUR,Burkina Faso,190,79,Athletics,25-06-1993,PARIS,France
1571966,BAMOGO Awa,Female,BUR,Burkina Faso,178,78,Cycling Road,15-06-1999,OUAGADOUGOU,Burkina Faso
1572016,MYKHAILOV Vasyl,Male,UKR,Ukraine,162,76,Wrestling,24-06-1995,ODESSA,Ukraine
1572022,KHOTSIANIVSKYI Oleksandr,Male,UKR,Ukraine,175,71,Wrestling,20-07-1990,KYIV,Ukraine
1572025,McHEDLIDZE Murazi,Male,UKR,Ukraine,184,77,Wrestling,21-06-1994,,
1572042,KOALA Marthe,Female,BUR,Burkina Faso,159,71,Athletics,08-03-1994,BRON,France
1572050,VALDES TOBIER Alejandro Enrique,Male,CUB,Cuba,182,76,Wrestling,18-11-1988,HAVANA,Cuba
1572079,GARZON CABALLERO Geandry,Male,CUB,Cuba,153,68,Wrestling,05-11-1983,,
1572093,LOUIS Marc Brian,Male,SGP,Singapore,151,77,Athletics,07-08-2002,,
1572094,LEE Chia Hsin,Female,TPE,Chinese Taipei,188,73,Badminton,11-05-1997,,
1572140,AKBUDAK Burhan,Male,TUR,Türkiye,172,74,Wrestling,01-06-1995,ISTANBUL,Türkiye
1572143,CENGIZ Ali,Male,TUR,Türkiye,176,50,Wrestling,08-04-1996,,Türkiye
1572158,BAKIR Muhammet Hamza,Male,TUR,Türkiye,174,83,Wrestling,20-01-2001,,IR Iran
1572171,ROUGIER-LAGANE Christopher,Male,MRI,Mauritius,168,73,Cycling Road,24-09-1998,TAMARIN,Mauritius
1572177,AN Byeong Hun,Male,KOR,Korea,180,58,Golf,17-09-1991,"ORLANDO, FL",United States
1572180,KIM Hyo Joo,Female,KOR,Korea,163,54,Golf,14-07-1995,"LOS ANGELES, CA",United States
1572181,KIM Tom,Male,KOR,Korea,170,78,Golf,21-06-2002,"DALLAS, TX",United States
1572185,KO Jin Young,Female,KOR,Korea,155,83,Golf,07-07-1995,SEOUL,Korea
1572189,URSU Vladislav,Male,MDA,Republic of Moldova,156,66,Table Tennis,01-03-2001,,Republic of Moldova
1572198,BASAR Enes,Male,TUR,Türkiye,151,84,Wrestling,30-04-1993,,
1572203,NICHITA Anastasia,Female,MDA,Republic of Moldova,172,68,Wrestling,19-02-1999,CHISINAU,Republic of Moldova
1572207,RINGACI Irina,Female,MDA,Republic of Moldova,189,77,Wrestling,23-08-2001,,Republic of Moldova
1572218,DRAGUTAN Mariana,Female,MDA,Republic of Moldova,160,60,Wrestling,29-11-2000,,
1572245,OHRSTROM Isak,Male,SWE,Sweden,155,73,Canoe Slalom,26-11-1990,,
1572266,JOZSA Levente Mark,Male,HUN,Hungary,179,83,Taekwondo,04-10-2002,BUDAPEST,Hungary
1572318,MARTON Viviana,Female,HUN,Hungary,163,55,Taekwondo,16-02-2006,MADRID,Spain
1572368,SALIM Omar Gergely,Male,HUN,Hungary,181,56,Taekwondo,12-04-2003,"LOS ANGELES, CA",United States
1572369,PETRASHOV Denis,Male,KGZ,Kyrgyzstan,189,74,Swimming,01-02-2000,"LOUISVILLE, KY",United States
1572372,TEFERI Maru,Male,ISR,Israel,177,54,Athletics,17-08-1992,HAIFA,Israel
1572435,SCHOBER Sarah,Female,AUT,Austria,187,51,Golf,15-04-1992,,Austria
1572437,SPITZ Emma,Female,AUT,Austria,181,62,Golf,10-04-2000,GOLLERSDORF,Austria
1572442,GREENE Darragh,Male,IRL,Ireland,152,74,Swimming,20-10-1995,DUBLIN,Ireland
1572444,O DONOVAN Paul,Male,IRL,Ireland,184,70,Rowing,19-04-1994,CORK,Ireland
1572450,SWEETNAM Shane,Male,IRL,Ireland,153,75,Equestrian,19-01-1981,"WELLINGTON, FL",United States
1572451,KENNY Darragh,Male,IRL,Ireland,183,65,Equestrian,24-01-1988,,
1572455,CROSS Timothy,Male,IRL,Ireland,179,66,Hockey,26-01-1991,,Ireland
1572457,COLE Lee,Male,IRL,Ireland,168,79,Hockey,21-02-1995,,Ireland
1572458,PAGE Nicholas,Male,IRL,Ireland,162,74,Hockey,28-05-1997,,
1572512,SALEEM Ziyad,Male,SUD,Sudan,173,83,Swimming,24-03-2003,,
1572527,NILSSON GARIP Emilia,Female,SWE,Sweden,183,66,Diving,21-04-2003,MALMO,Sweden
1572544,COLEMAN Michelle,Female,SWE,Sweden,185,57,Swimming,31-10-1993,VALLENTUNA,Sweden
1572545,ELIASSON Isak,Male,SWE,Sweden,178,78,Swimming,22-01-1996,,
1572546,PERSSON Elias,Male,SWE,Sweden,164,79,Swimming,03-04-2002,MALMO,Sweden
1572547,HANSON Robin,Male,SWE,Sweden,172,69,Swimming,02-04-2001,"BERKELEY, CA",United States
1572548,HANSSON Sophie,Female,SWE,Sweden,170,52,Swimming,02-08-1998,LOUGHBOROUGH,Great Britain
1572549,HANSSON Louise,Female,SWE,Sweden,167,73,Swimming,24-11-1996,LOUGHBOROUGH,Great Britain
1572551,JOHANSSON Victor,Male,SWE,Sweden,175,80,"Marathon Swimming, Swimming",13-09-1998,J?NK?PING,Sweden
1572552,JUNEVIK Sara,Female,SWE,Sweden,162,64,Swimming,14-02-2000,STOCKHOLM,Sweden
1572555,PERSSON Erik,Male,SWE,Sweden,180,72,Swimming,12-01-1994,KUNGSBACKA,Sweden
1572556,SEELIGER Bjoern,Male,SWE,Sweden,179,50,Swimming,11-01-2000,"BERKELEY, CA",United States
1572557,SJOESTROEM Sarah,Female,SWE,Sweden,179,72,Swimming,17-08-1993,STOCKHOLM,Sweden
1572558,AASTEDT Sofia,Female,SWE,Sweden,161,50,Swimming,13-11-2003,HELSINGBORG,Sweden
1572559,ROSVALL Hanna,Female,SWE,Sweden,150,54,Swimming,10-02-2000,BERGEN,Norway
1572560,SAADELDIN Rana,Female,SUD,Sudan,152,50,Swimming,04-08-2008,,
1572578,WINBERG Hampus,Male,SWE,Sweden,184,68,Skateboarding,22-06-2006,HALMSTAD,Sweden
1572603,STRAKA Se,Male,AUT,Austria,172,75,Golf,01-05-1993,"BIRMINGHAM, AL",United States
1572616,CAZAUTE Helena,Female,FRA,France,161,68,Volleyball,17-12-1997,,
1572617,BAUER Christina,Female,FRA,France,183,77,Volleyball,01-01-1988,,
1572618,SYLVES Amandha,Female,FRA,France,164,85,Volleyball,29-12-2000,,
1572619,GELIN Juliette,Female,FRA,France,188,69,Volleyball,02-11-2001,,
1572620,ROTAR Amelie,Female,FRA,France,161,52,Volleyball,24-10-2000,,
1572621,GIARDINO Amandine,Female,FRA,France,170,51,Volleyball,30-03-1995,,
1572622,OLINGA ANDELA Leandra,Female,FRA,France,171,68,Volleyball,12-08-1997,,
1572623,RESPAUT Emilie,Female,FRA,France,175,56,Volleyball,25-04-2003,,
1572625,STOJILJKOVIC Nina,Female,FRA,France,189,61,Volleyball,01-09-1996,,
1572626,BAH Halimatou,Female,FRA,France,169,53,Volleyball,21-12-2003,,
1572627,GICQUEL Lucille,Female,FRA,France,159,55,Volleyball,13-11-1997,,
1572645,SCHALK Maeva,Female,FRA,France,179,68,Volleyball,14-12-2005,,France
1572646,NDIAYE Iman,Female,FRA,France,152,70,Volleyball,13-01-2002,,
1572823,AYALE Gashau,Male,ISR,Israel,166,67,Athletics,22-08-1996,,
1572906,GORYCKA Paula,Female,POL,Poland,170,63,Cycling Mountain Bike,05-11-1990,,
1572917,LARSSON Victoria,Female,SWE,Sweden,171,52,Shooting,14-07-1995,OSTERBYBRUK,Sweden
1572918,LEVIN-ANDERSSON Rickard,Male,SWE,Sweden,168,57,Shooting,24-04-1991,SKEPPLANDA,Sweden
1572919,LINDGREN Victor,Male,SWE,Sweden,190,63,Shooting,16-05-2003,SAVSJO,Sweden
1572920,MADSEN Marcus,Male,SWE,Sweden,174,73,Shooting,17-08-1994,SAVSJO,Sweden
1572921,SVENSSON Marcus,Male,SWE,Sweden,183,84,Shooting,22-03-1990,BJUV,Sweden
1572922,NILSSON Stefan,Male,SWE,Sweden,181,69,Shooting,12-08-1990,TRELLEBORG,Sweden
1572925,LAWNER Stina,Female,SWE,Sweden,158,70,Shooting,09-07-1988,FALUN,Sweden
1572928,ANIOLKOWSKI Stanislaw,Male,POL,Poland,160,70,Cycling Road,20-01-1997,,
1572937,LUKASIK Krzysztof,Male,POL,Poland,157,62,Cycling Mountain Bike,02-11-1993,,
1572943,NIEWIADOMA Katarzyna,Female,POL,Poland,165,78,Cycling Road,29-09-1994,ANDORRA LA VELLA,Andorra
1572944,SKALNIAK-SOJKA Agnieszka,Female,POL,Poland,159,76,Cycling Road,22-04-1997,RACZNA,Poland
1572946,LACH Marta,Female,POL,Poland,174,80,Cycling Road,26-05-1997,GLEBOWICE,Poland
1572951,KWIATKOWSKI Michal,Male,POL,Poland,167,68,Cycling Road,02-06-1990,TORUN,Poland
1572953,PIKULIK Daria,Female,POL,Poland,172,72,Cycling Track,06-01-1997,DARLOWO,Poland
1572958,RUDYK Mateusz,Male,POL,Poland,179,56,Cycling Track,20-07-1995,WROCLAW,Poland
1572960,LOS Urszula,Female,POL,Poland,151,73,Cycling Track,18-02-1994,PRUSZKOW,Poland
1572971,GACKA Kinga,Female,POL,Poland,185,79,Athletics,25-10-2001,,
1572973,HARATYK Michal,Male,POL,Poland,156,85,Athletics,10-04-1992,BIELSKO-BIALA,Poland
1572975,KAROLEWSKI Marcin,Male,POL,Poland,172,71,Athletics,16-12-2002,,
1572984,KROLIK Kinga,Female,POL,Poland,161,74,Athletics,26-09-1999,,
1572993,MRZYGLOD Cyprian,Male,POL,Poland,162,77,Athletics,02-02-1998,GDANSK,Poland
1572997,POPOWICZ-DRAPALA Marika,Female,POL,Poland,171,79,Athletics,28-04-1988,BYDGOSZCZ,Poland
1573001,RZEZNICZAK Mateusz,Male,POL,Poland,166,51,Athletics,23-07-1998,,
1573011,SULEK-SCHUBERT Adrianna,Female,POL,Poland,166,84,Athletics,03-04-1999,BYDGOSZCZ,Poland
